vehicle_id,make,model,engine_type,battery_kwh,max_charge_kw,model_year
EV002650,Vantor,Arc,BEV,64,135,2026
EV002651,Marden,Ridge,BEV,82,175,2025
EV002652,Vantor,Arc,BEV,64,135,2025
EV002653,Aurex,Lumen LR,BEV,77,150,2020
EV002654,Vantor,Arc GT,BEV,91,220,2025
EV002655,Vantor,Arc,BEV,64,135,2019
EV002656,Selva,Corta PHV,PHEV,9,4,2019
EV002657,Vantor,Arc,BEV,64,135,2023
EV002658,Vantor,Arc GT,BEV,91,220,2023
EV002659,Selva,Corta,BEV,42,85,2019
EV002660,Marden,Ridge,BEV,82,175,2024
EV002661,Marden,Ridge PHV,PHEV,18,7,2026
EV002662,Selva,Corta+,BEV,52,100,2022
EV002663,Marden,Ridge XL,BEV,105,250,2023
EV002664,Aurex,Lumen LR,BEV,77,150,2022
EV002665,Marden,Ridge,BEV,82,175,2026
EV002666,Aurex,Lumen LR,BEV,77,150,2024
EV002667,Aurex,Lumen PHV,PHEV,14,7,2024
EV002668,Selva,Corta+,BEV,52,100,2019
EV002669,Aurex,Lumen LR,BEV,77,150,2024
EV002670,Marden,Ridge XL,BEV,105,250,2022
EV002671,Selva,Corta,BEV,42,85,2024
EV002672,Selva,Corta,BEV,42,85,2021
EV002673,Aurex,Lumen,BEV,58,120,2020
EV002674,Vantor,Arc PHV,PHEV,11,7,2022
EV002675,Selva,Corta,BEV,42,85,2022
EV002676,Marden,Ridge XL,BEV,105,250,2023
EV002677,Aurex,Lumen,BEV,58,120,2019
EV002678,Marden,Ridge,BEV,82,175,2022
EV002679,Vantor,Arc GT,BEV,91,220,2024
EV002680,Selva,Corta,BEV,42,85,2026
EV002681,Selva,Corta+,BEV,52,100,2019
EV002682,Marden,Ridge XL,BEV,105,250,2026
EV002683,Vantor,Arc PHV,PHEV,11,7,2021
EV002684,Aurex,Lumen LR,BEV,77,150,2025
EV002685,Marden,Ridge XL,BEV,105,250,2019
EV002686,Aurex,Lumen LR,BEV,77,150,2025
EV002687,Aurex,Lumen,BEV,58,120,2026
EV002688,Vantor,Arc,BEV,64,135,2023
EV002689,Vantor,Arc,BEV,64,135,2023
EV002690,Marden,Ridge XL,BEV,105,250,2021
EV002691,Selva,Corta+,BEV,52,100,2020
EV002692,Vantor,Arc GT,BEV,91,220,2025
EV002693,Marden,Ridge XL,BEV,105,250,2026
EV002694,Selva,Corta PHV,PHEV,9,4,2019
EV002695,Selva,Corta+,BEV,52,100,2025
EV002696,Marden,Ridge,BEV,82,175,2023
EV002697,Marden,Ridge XL,BEV,105,250,2025
EV002698,Vantor,Arc,BEV,64,135,2024
EV002699,Marden,Ridge PHV,PHEV,18,7,2026
EV002700,Aurex,Lumen LR,BEV,77,150,2019
EV002701,Aurex,Lumen,BEV,58,120,2019
EV002702,Marden,Ridge XL,BEV,105,250,2020
EV002703,Aurex,Lumen LR,BEV,77,150,2019
EV002704,Vantor,Arc GT,BEV,91,220,2024
EV002705,Selva,Corta,BEV,42,85,2023
EV002706,Aurex,Lumen LR,BEV,77,150,2025
EV002707,Vantor,Arc GT,BEV,91,220,2026
EV002708,Vantor,Arc GT,BEV,91,220,2022
EV002709,Aurex,Lumen,BEV,58,120,2025
EV002710,Selva,Corta+,BEV,52,100,2023
EV002711,Selva,Corta,BEV,42,85,2025
EV002712,Aurex,Lumen LR,BEV,77,150,2024
EV002713,Marden,Ridge XL,BEV,105,250,2022
EV002714,Vantor,Arc GT,BEV,91,220,2023
EV002715,Aurex,Lumen,BEV,58,120,2020
EV002716,Aurex,Lumen PHV,PHEV,14,7,2022
EV002717,Vantor,Arc GT,BEV,91,220,2019
EV002718,Aurex,Lumen,BEV,58,120,2024
EV002719,Vantor,Arc,BEV,64,135,2019
EV002720,Vantor,Arc,BEV,64,135,2024
EV002721,Aurex,Lumen,BEV,58,120,2026
EV002722,Vantor,Arc GT,BEV,91,220,2025
EV002723,Aurex,Lumen LR,BEV,77,150,2022
EV002724,Aurex,Lumen LR,BEV,77,150,2023
EV002725,Marden,Ridge,BEV,82,175,2024
EV002726,Aurex,Lumen LR,BEV,77,150,2024
EV002727,Aurex,Lumen,BEV,58,120,2022
EV002728,Aurex,Lumen LR,BEV,77,150,2020
EV002729,Vantor,Arc,BEV,64,135,2020
EV002730,Aurex,Lumen LR,BEV,77,150,2020
EV002731,Selva,Corta+,BEV,52,100,2019
EV002732,Aurex,Lumen PHV,PHEV,14,7,2025
EV002733,Marden,Ridge XL,BEV,105,250,2022
EV002734,Selva,Corta,BEV,42,85,2020
EV002735,Marden,Ridge XL,BEV,105,250,2025
EV002736,Marden,Ridge XL,BEV,105,250,2022
EV002737,Selva,Corta+,BEV,52,100,2025
EV002738,Marden,Ridge XL,BEV,105,250,2026
EV002739,Vantor,Arc GT,BEV,91,220,2021
EV002740,Marden,Ridge,BEV,82,175,2020
EV002741,Selva,Corta,BEV,42,85,2020
EV002742,Marden,Ridge,BEV,82,175,2024
EV002743,Marden,Ridge,BEV,82,175,2023
EV002744,Aurex,Lumen,BEV,58,120,2020
EV002745,Marden,Ridge XL,BEV,105,250,2024
EV002746,Aurex,Lumen,BEV,58,120,2024
EV002747,Vantor,Arc GT,BEV,91,220,2026
EV002748,Selva,Corta+,BEV,52,100,2025
EV002749,Marden,Ridge XL,BEV,105,250,2021
EV002750,Aurex,Lumen,BEV,58,120,2025
EV002751,Marden,Ridge,BEV,82,175,2023
EV002752,Vantor,Arc GT,BEV,91,220,2025
EV002753,Aurex,Lumen,BEV,58,120,2026
EV002754,Vantor,Arc GT,BEV,91,220,2023
EV002755,Selva,Corta+,BEV,52,100,2019
EV002756,Aurex,Lumen,BEV,58,120,2023
EV002757,Marden,Ridge XL,BEV,105,250,2026
EV002758,Aurex,Lumen,BEV,58,120,2020
EV002759,Vantor,Arc,BEV,64,135,2020
EV002760,Vantor,Arc GT,BEV,91,220,2019
EV002761,Aurex,Lumen,BEV,58,120,2025
EV002762,Vantor,Arc PHV,PHEV,11,7,2024
EV002763,Selva,Corta PHV,PHEV,9,4,2022
EV002764,Vantor,Arc PHV,PHEV,11,7,2019
EV002765,Aurex,Lumen LR,BEV,77,150,2026
EV002766,Marden,Ridge XL,BEV,105,250,2026
EV002767,Vantor,Arc GT,BEV,91,220,2021
EV002768,Vantor,Arc,BEV,64,135,2020
EV002769,Marden,Ridge,BEV,82,175,2026
EV002770,Aurex,Lumen,BEV,58,120,2024
EV002771,Aurex,Lumen,BEV,58,120,2022
EV002772,Vantor,Arc PHV,PHEV,11,7,2022
EV002773,Vantor,Arc GT,BEV,91,220,2024
EV002774,Marden,Ridge XL,BEV,105,250,2023
EV002775,Vantor,Arc GT,BEV,91,220,2020
EV002776,Aurex,Lumen,BEV,58,120,2025
EV002777,Selva,Corta,BEV,42,85,2020
EV002778,Aurex,Lumen LR,BEV,77,150,2021
EV002779,Aurex,Lumen,BEV,58,120,2025
EV002780,Aurex,Lumen,BEV,58,120,2025
EV002781,Vantor,Arc GT,BEV,91,220,2024
EV002782,Vantor,Arc,BEV,64,135,2025
EV002783,Vantor,Arc GT,BEV,91,220,2020
EV002784,Selva,Corta PHV,PHEV,9,4,2023
EV002785,Marden,Ridge XL,BEV,105,250,2019
EV002786,Marden,Ridge,BEV,82,175,2023
EV002787,Vantor,Arc,BEV,64,135,2025
EV002788,Marden,Ridge,BEV,82,175,2022
EV002789,Marden,Ridge,BEV,82,175,2023
EV002790,Selva,Corta,BEV,42,85,2026
EV002791,Vantor,Arc,BEV,64,135,2021
EV002792,Aurex,Lumen LR,BEV,77,150,2022
EV002793,Vantor,Arc GT,BEV,91,220,2022
EV002794,Vantor,Arc,BEV,64,135,2020
EV002795,Aurex,Lumen PHV,PHEV,14,7,2023
EV002796,Selva,Corta,BEV,42,85,2023
EV002797,Marden,Ridge,BEV,82,175,2022
EV002798,Aurex,Lumen PHV,PHEV,14,7,2026
EV002799,Selva,Corta+,BEV,52,100,2026
EV002800,Aurex,Lumen LR,BEV,77,150,2026
EV002801,Vantor,Arc,BEV,64,135,2023
EV002802,Vantor,Arc PHV,PHEV,11,7,2023
EV002803,Aurex,Lumen,BEV,58,120,2019
EV002804,Vantor,Arc,BEV,64,135,2022
EV002805,Selva,Corta+,BEV,52,100,2021
EV002806,Marden,Ridge XL,BEV,105,250,2024
EV002807,Marden,Ridge XL,BEV,105,250,2025
EV002808,Marden,Ridge,BEV,82,175,2023
EV002809,Marden,Ridge,BEV,82,175,2019
EV002810,Vantor,Arc GT,BEV,91,220,2025
EV002811,Aurex,Lumen,BEV,58,120,2023
EV002812,Selva,Corta+,BEV,52,100,2025
EV002813,Aurex,Lumen,BEV,58,120,2021
EV002814,Marden,Ridge XL,BEV,105,250,2024
EV002815,Aurex,Lumen LR,BEV,77,150,2025
EV002816,Aurex,Lumen,BEV,58,120,2026
EV002817,Marden,Ridge PHV,PHEV,18,7,2026
EV002818,Aurex,Lumen LR,BEV,77,150,2024
EV002819,Selva,Corta+,BEV,52,100,2019
EV002820,Aurex,Lumen,BEV,58,120,2026
EV002821,Marden,Ridge PHV,PHEV,18,7,2021
EV002822,Aurex,Lumen,BEV,58,120,2024
EV002823,Marden,Ridge,BEV,82,175,2022
EV002824,Marden,Ridge XL,BEV,105,250,2020
EV002825,Vantor,Arc,BEV,64,135,2026
EV002826,Aurex,Lumen,BEV,58,120,2024
EV002827,Aurex,Lumen,BEV,58,120,2021
EV002828,Aurex,Lumen,BEV,58,120,2025
EV002829,Marden,Ridge,BEV,82,175,2026
EV002830,Selva,Corta,BEV,42,85,2022
EV002831,Aurex,Lumen PHV,PHEV,14,7,2021
EV002832,Selva,Corta+,BEV,52,100,2020
EV002833,Selva,Corta+,BEV,52,100,2021
EV002834,Aurex,Lumen LR,BEV,77,150,2021
EV002835,Vantor,Arc,BEV,64,135,2026
EV002836,Marden,Ridge PHV,PHEV,18,7,2025
EV002837,Selva,Corta PHV,PHEV,9,4,2022
EV002838,Selva,Corta,BEV,42,85,2020
EV002839,Marden,Ridge XL,BEV,105,250,2024
EV002840,Marden,Ridge,BEV,82,175,2019
EV002841,Vantor,Arc,BEV,64,135,2023
EV002842,Aurex,Lumen LR,BEV,77,150,2026
EV002843,Marden,Ridge,BEV,82,175,2022
EV002844,Selva,Corta PHV,PHEV,9,4,2026
EV002845,Marden,Ridge PHV,PHEV,18,7,2024
EV002846,Vantor,Arc GT,BEV,91,220,2025
EV002847,Aurex,Lumen,BEV,58,120,2021
EV002848,Vantor,Arc,BEV,64,135,2025
EV002849,Aurex,Lumen,BEV,58,120,2022
EV002850,Marden,Ridge PHV,PHEV,18,7,2024
EV002851,Vantor,Arc,BEV,64,135,2022
EV002852,Marden,Ridge XL,BEV,105,250,2023
EV002853,Vantor,Arc,BEV,64,135,2019
EV002854,Selva,Corta PHV,PHEV,9,4,2024
EV002855,Selva,Corta,BEV,42,85,2026
EV002856,Marden,Ridge XL,BEV,105,250,2024
EV002857,Selva,Corta+,BEV,52,100,2021
EV002858,Marden,Ridge XL,BEV,105,250,2021
EV002859,Aurex,Lumen,BEV,58,120,2026
EV002860,Aurex,Lumen,BEV,58,120,2020
EV002861,Vantor,Arc GT,BEV,91,220,2024
EV002862,Aurex,Lumen PHV,PHEV,14,7,2024
EV002863,Vantor,Arc PHV,PHEV,11,7,2024
EV002864,Marden,Ridge,BEV,82,175,2023
EV002865,Selva,Corta+,BEV,52,100,2026
EV002866,Aurex,Lumen,BEV,58,120,2026
EV002867,Vantor,Arc PHV,PHEV,11,7,2022
EV002868,Marden,Ridge,BEV,82,175,2022
EV002869,Selva,Corta+,BEV,52,100,2020
EV002870,Marden,Ridge XL,BEV,105,250,2022
EV002871,Vantor,Arc,BEV,64,135,2026
EV002872,Selva,Corta+,BEV,52,100,2019
EV002873,Marden,Ridge,BEV,82,175,2019
EV002874,Marden,Ridge,BEV,82,175,2019
EV002875,Aurex,Lumen,BEV,58,120,2021
EV002876,Marden,Ridge,BEV,82,175,2020
EV002877,Vantor,Arc PHV,PHEV,11,7,2024
EV002878,Selva,Corta+,BEV,52,100,2023
EV002879,Aurex,Lumen LR,BEV,77,150,2026
EV002880,Vantor,Arc PHV,PHEV,11,7,2026
EV002881,Aurex,Lumen,BEV,58,120,2021
EV002882,Vantor,Arc,BEV,64,135,2019
EV002883,Marden,Ridge XL,BEV,105,250,2026
EV002884,Selva,Corta+,BEV,52,100,2020
EV002885,Vantor,Arc GT,BEV,91,220,2019
EV002886,Marden,Ridge XL,BEV,105,250,2024
EV002887,Selva,Corta+,BEV,52,100,2025
EV002888,Aurex,Lumen LR,BEV,77,150,2021
EV002889,Vantor,Arc,BEV,64,135,2023
EV002890,Marden,Ridge XL,BEV,105,250,2019
EV002891,Marden,Ridge XL,BEV,105,250,2021
EV002892,Aurex,Lumen,BEV,58,120,2026
EV002893,Selva,Corta,BEV,42,85,2025
EV002894,Marden,Ridge,BEV,82,175,2020
EV002895,Vantor,Arc,BEV,64,135,2026
EV002896,Aurex,Lumen,BEV,58,120,2022
EV002897,Vantor,Arc GT,BEV,91,220,2021
EV002898,Selva,Corta PHV,PHEV,9,4,2025
EV002899,Marden,Ridge,BEV,82,175,2021
EV002900,Aurex,Lumen LR,BEV,77,150,2025
EV002901,Marden,Ridge XL,BEV,105,250,2019
EV002902,Marden,Ridge,BEV,82,175,2026
EV002903,Vantor,Arc,BEV,64,135,2025
EV002904,Vantor,Arc,BEV,64,135,2023
EV002905,Aurex,Lumen LR,BEV,77,150,2026
EV002906,Vantor,Arc GT,BEV,91,220,2020
EV002907,Vantor,Arc GT,BEV,91,220,2019
EV002908,Vantor,Arc,BEV,64,135,2019
EV002909,Aurex,Lumen PHV,PHEV,14,7,2023
EV002910,Marden,Ridge XL,BEV,105,250,2024
EV002911,Selva,Corta,BEV,42,85,2022
EV002912,Selva,Corta PHV,PHEV,9,4,2023
EV002913,Marden,Ridge,BEV,82,175,2025
EV002914,Selva,Corta PHV,PHEV,9,4,2020
EV002915,Marden,Ridge XL,BEV,105,250,2020
EV002916,Selva,Corta+,BEV,52,100,2020
EV002917,Marden,Ridge,BEV,82,175,2025
EV002918,Marden,Ridge XL,BEV,105,250,2021
EV002919,Marden,Ridge,BEV,82,175,2026
EV002920,Aurex,Lumen PHV,PHEV,14,7,2021
EV002921,Vantor,Arc GT,BEV,91,220,2023
EV002922,Vantor,Arc GT,BEV,91,220,2021
EV002923,Vantor,Arc,BEV,64,135,2022
EV002924,Vantor,Arc PHV,PHEV,11,7,2021
EV002925,Vantor,Arc PHV,PHEV,11,7,2020
EV002926,Selva,Corta,BEV,42,85,2025
EV002927,Vantor,Arc GT,BEV,91,220,2022
EV002928,Aurex,Lumen LR,BEV,77,150,2022
EV002929,Marden,Ridge PHV,PHEV,18,7,2023
EV002930,Marden,Ridge,BEV,82,175,2025
EV002931,Selva,Corta PHV,PHEV,9,4,2022
EV002932,Selva,Corta+,BEV,52,100,2023
EV002933,Selva,Corta,BEV,42,85,2023
EV002934,Marden,Ridge,BEV,82,175,2021
EV002935,Aurex,Lumen PHV,PHEV,14,7,2019
EV002936,Marden,Ridge XL,BEV,105,250,2026
EV002937,Vantor,Arc GT,BEV,91,220,2019
EV002938,Selva,Corta,BEV,42,85,2024
EV002939,Selva,Corta PHV,PHEV,9,4,2025
EV002940,Selva,Corta,BEV,42,85,2025
EV002941,Marden,Ridge XL,BEV,105,250,2021
EV002942,Selva,Corta,BEV,42,85,2020
EV002943,Marden,Ridge XL,BEV,105,250,2019
EV002944,Aurex,Lumen,BEV,58,120,2026
EV002945,Aurex,Lumen,BEV,58,120,2026
EV002946,Aurex,Lumen,BEV,58,120,2024
EV002947,Selva,Corta,BEV,42,85,2020
EV002948,Vantor,Arc GT,BEV,91,220,2021
EV002949,Selva,Corta PHV,PHEV,9,4,2026
EV002950,Marden,Ridge PHV,PHEV,18,7,2021
EV002951,Aurex,Lumen LR,BEV,77,150,2026
EV002952,Marden,Ridge XL,BEV,105,250,2019
EV002953,Selva,Corta,BEV,42,85,2022
EV002954,Marden,Ridge XL,BEV,105,250,2019
EV002955,Vantor,Arc GT,BEV,91,220,2021
EV002956,Marden,Ridge XL,BEV,105,250,2020
EV002957,Aurex,Lumen,BEV,58,120,2026
EV002958,Selva,Corta,BEV,42,85,2021
EV002959,Vantor,Arc GT,BEV,91,220,2021
EV002960,Vantor,Arc,BEV,64,135,2023
EV002961,Vantor,Arc,BEV,64,135,2021
EV002962,Vantor,Arc GT,BEV,91,220,2022
EV002963,Selva,Corta,BEV,42,85,2022
EV002964,Selva,Corta,BEV,42,85,2019
EV002965,Marden,Ridge,BEV,82,175,2021
EV002966,Marden,Ridge XL,BEV,105,250,2020
EV002967,Selva,Corta PHV,PHEV,9,4,2019
EV002968,Marden,Ridge,BEV,82,175,2019
EV002969,Vantor,Arc,BEV,64,135,2023
EV002970,Selva,Corta+,BEV,52,100,2019
EV002971,Selva,Corta,BEV,42,85,2021
EV002972,Vantor,Arc,BEV,64,135,2021
EV002973,Vantor,Arc GT,BEV,91,220,2022
EV002974,Vantor,Arc,BEV,64,135,2024
EV002975,Selva,Corta,BEV,42,85,2022
EV002976,Aurex,Lumen,BEV,58,120,2020
EV002977,Selva,Corta,BEV,42,85,2026
EV002978,Vantor,Arc GT,BEV,91,220,2026
EV002979,Aurex,Lumen,BEV,58,120,2022
EV002980,Vantor,Arc,BEV,64,135,2026
EV002981,Marden,Ridge PHV,PHEV,18,7,2021
EV002982,Selva,Corta+,BEV,52,100,2023
EV002983,Aurex,Lumen,BEV,58,120,2026
EV002984,Selva,Corta+,BEV,52,100,2019
EV002985,Marden,Ridge,BEV,82,175,2020
EV002986,Aurex,Lumen LR,BEV,77,150,2020
EV002987,Vantor,Arc GT,BEV,91,220,2025
EV002988,Aurex,Lumen LR,BEV,77,150,2023
EV002989,Selva,Corta,BEV,42,85,2022
EV002990,Marden,Ridge XL,BEV,105,250,2026
EV002991,Vantor,Arc,BEV,64,135,2023
EV002992,Aurex,Lumen LR,BEV,77,150,2026
EV002993,Aurex,Lumen LR,BEV,77,150,2026
EV002994,Selva,Corta+,BEV,52,100,2024
EV002995,Aurex,Lumen,BEV,58,120,2019
EV002996,Selva,Corta,BEV,42,85,2026
EV002997,Marden,Ridge XL,BEV,105,250,2020
EV002998,Marden,Ridge XL,BEV,105,250,2019
EV002999,Marden,Ridge,BEV,82,175,2020
